# Sentence 1
log(p(nii | <s>)) = -5.379187107086182  [nii:shortlist]
log(p(siis | ... kuulin siis aikasemmin)) = -8.743980407714844  [siis:shortlist]
log(p(noi | ... siis aikasemmin siis)) = -6.8481926918029785  [noi:shortlist]
p(maanmittarikilta | ... aikasemmin siis noi) is not predicted  [maanmittarikilta:OOV]
log(p(ni | ... siis noi maanmittarikilta)) = -6.503421306610107  [ni:shortlist]
log(p(niil | ... noi maanmittarikilta ni)) = -8.15497875213623  [niil:shortlist]
log(p(oli | ... maanmittarikilta ni niil)) = -1.2038249969482422  [oli:shortlist]
log(p(käyny | ... ni niil oli)) = -7.776303768157959  [käyny:shortlist]
log(p(kans | ... niil oli käyny)) = -4.957651615142822  [kans:shortlist]
log(p(sillai | ... oli käyny kans)) = -3.3620047569274902  [sillai:shortlist]
log(p(et | ... käyny kans sillai)) = -1.3330215215682983  [et:shortlist]
log(p(ne | ... kans sillai et)) = -2.230360269546509  [ne:shortlist]
log(p(oli | ... sillai et ne)) = -1.2110087871551514  [oli:shortlist]
log(p(tyyliin | ... et ne oli)) = -7.824858665466309  [tyyliin:shortlist]
p(gorsun | ... ne oli tyyliin) is not predicted  [gorsun:OOV]
log(p(avaimet | ... oli tyyliin gorsun)) = -10.916287422180176  [avaimet:shortlist]
log(p(hukannu | ... tyyliin gorsun avaimet)) = -11.7093505859375  [hukannu:shortlist]
log(p(ni | ... gorsun avaimet hukannu)) = -5.324573516845703  [ni:shortlist]
log(p(sit | ... avaimet hukannu ni)) = -2.4095780849456787  [sit:shortlist]
log(p(ne | ... hukannu ni sit)) = -1.5124878883361816  [ne:shortlist]
log(p(oli | ... ni sit ne)) = -1.4638898372650146  [oli:shortlist]
log(p(vaan | ... sit ne oli)) = -4.631190299987793  [vaan:shortlist]
log(p(sanonu | ... ne oli vaan)) = -4.817539215087891  [sanonu:shortlist]
log(p(niinku | ... oli vaan sanonu)) = -6.834543704986572  [niinku:shortlist]
log(p(et | ... vaan sanonu niinku)) = -2.128875255584717  [et:shortlist]
log(p(joo | ... sanonu niinku et)) = -5.532768249511719  [joo:shortlist]
log(p(et | ... niinku et joo)) = -5.640882968902588  [et:shortlist]
log(p(se | ... et joo et)) = -1.9660513401031494  [se:shortlist]
log(p(meni | ... joo et se)) = -5.668452262878418  [meni:shortlist]
log(p(roskiksen | ... et se meni)) = -11.01855182647705  [roskiksen:shortlist]
log(p(mukana | ... se meni roskiksen)) = -3.924064874649048  [mukana:shortlist]
log(p(et | ... meni roskiksen mukana)) = -5.195996284484863  [et:shortlist]
log(p(siit | ... roskiksen mukana et)) = -6.773323059082031  [siit:shortlist]
log(p(tullu | ... mukana et siit)) = -8.575613021850586  [tullu:shortlist]
log(p(mitään | ... et siit tullu)) = -7.94320011138916  [mitään:shortlist]
log(p(laskuu | ... siit tullu mitään)) = -5.655679702758789  [laskuu:shortlist]
log(p(eikä | ... tullu mitään laskuu)) = -4.495485782623291  [eikä:shortlist]
log(p(mitää | ... mitään laskuu eikä)) = -3.650624990463257  [mitää:shortlist]
log(p(</s> | ... laskuu eikä mitää)) = -2.084437608718872  [</s>:shortlist]
Sentence perplexity: 234.38998702476934

# Sentence 3
log(p(nii | <s>)) = -5.379187107086182  [nii:shortlist]
log(p(mut | <s> nii)) = -3.8846614360809326  [mut:shortlist]
log(p(jos | <s> nii mut)) = -2.5365500450134277  [jos:shortlist]
log(p(se | ... nii mut jos)) = -2.1284356117248535  [se:shortlist]
log(p(avain | ... mut jos se)) = -10.464150428771973  [avain:shortlist]
log(p(on | ... jos se avain)) = -0.7579716444015503  [on:shortlist]
log(p(vaan | ... se avain on)) = -4.812936782836914  [vaan:shortlist]
log(p(kadonnu | ... avain on vaan)) = -7.87518835067749  [kadonnu:shortlist]
log(p(ni | ... on vaan kadonnu)) = -2.3013181686401367  [ni:shortlist]
log(p(mun | ... vaan kadonnu ni)) = -5.444889068603516  [mun:shortlist]
log(p(mielest | ... kadonnu ni mun)) = -3.2634990215301514  [mielest:shortlist]
log(p(siin | ... ni mun mielest)) = -3.76987361907959  [siin:shortlist]
log(p(vaihees | ... mun mielest siin)) = -7.317135810852051  [vaihees:shortlist]
log(p(tulee | ... mielest siin vaihees)) = -4.006798267364502  [tulee:shortlist]
log(p(lukkoje | ... siin vaihees tulee)) = -inf  [lukkoje:OOS]
log(p(vaihto | ... vaihees tulee lukkoje)) = -8.512977600097656  [vaihto:shortlist]
log(p(mut | ... tulee lukkoje vaihto)) = -4.4592742919921875  [mut:shortlist]
log(p(emmä | ... lukkoje vaihto mut)) = -5.961014270782471  [emmä:shortlist]
log(p(tiiä | ... vaihto mut emmä)) = -2.4313340187072754  [tiiä:shortlist]
log(p(onks | ... mut emmä tiiä)) = -3.378770589828491  [onks:shortlist]
log(p(ne | ... emmä tiiä onks)) = -2.864314556121826  [ne:shortlist]
log(p(nyt | ... tiiä onks ne)) = -3.9650869369506836  [nyt:shortlist]
log(p(vaihtamas | ... onks ne nyt)) = -11.585837364196777  [vaihtamas:shortlist]
log(p(sit | ... ne nyt vaihtamas)) = -4.608215808868408  [sit:shortlist]
log(p(kuitenkaa | ... nyt vaihtamas sit)) = -7.929276466369629  [kuitenkaa:shortlist]
log(p(emmä | ... vaihtamas sit kuitenkaa)) = -9.066125869750977  [emmä:shortlist]
log(p(tiiä | ... sit kuitenkaa emmä)) = -2.676697015762329  [tiiä:shortlist]
log(p(</s> | ... kuitenkaa emmä tiiä)) = -1.4743317365646362  [</s>:shortlist]
Sentence perplexity: 137.0830719945998

# Sentence 4
log(p(myös | <s>)) = -7.954977512359619  [myös:shortlist]
log(p(seki | <s> myös)) = -10.575240135192871  [seki:shortlist]
log(p(ongelma | <s> myös seki)) = -7.989546775817871  [ongelma:shortlist]
log(p(et | ... myös seki ongelma)) = -2.7307193279266357  [et:shortlist]
log(p(sit | ... seki ongelma et)) = -6.404729843139648  [sit:shortlist]
log(p(siin | ... ongelma et sit)) = -5.2341694831848145  [siin:shortlist]
log(p(samaa | ... et sit siin)) = -11.003375053405762  [samaa:shortlist]
log(p(aikaa | ... sit siin samaa)) = -3.856013774871826  [aikaa:shortlist]
log(p(on | ... siin samaa aikaa)) = -2.2532341480255127  [on:shortlist]
log(p(kaikkee | ... samaa aikaa on)) = -6.781924724578857  [kaikkee:shortlist]
p(teekkariperinneviikkoo | ... aikaa on kaikkee) is not predicted  [teekkariperinneviikkoo:OOV]
log(p(ja | ... on kaikkee teekkariperinneviikkoo)) = -2.2511372566223145  [ja:shortlist]
log(p(kaikkee | ... kaikkee teekkariperinneviikkoo ja)) = -3.526588201522827  [kaikkee:shortlist]
log(p(tollasta | ... teekkariperinneviikkoo ja kaikkee)) = -4.584883213043213  [tollasta:shortlist]
log(p(et | ... ja kaikkee tollasta)) = -4.635542869567871  [et:shortlist]
log(p(sit | ... kaikkee tollasta et)) = -4.605052471160889  [sit:shortlist]
log(p(niinku | ... tollasta et sit)) = -6.2087531089782715  [niinku:shortlist]
log(p(tilojen | ... et sit niinku)) = -14.673369407653809  [tilojen:shortlist]
log(p(kannalt | ... sit niinku tilojen)) = -8.829241752624512  [kannalt:shortlist]
log(p(se | ... niinku tilojen kannalt)) = -4.038759708404541  [se:shortlist]
log(p(voi | ... tilojen kannalt se)) = -4.205870151519775  [voi:shortlist]
log(p(olla | ... kannalt se voi)) = -0.9120084047317505  [olla:shortlist]
log(p(vähä | ... se voi olla)) = -4.379826545715332  [vähä:shortlist]
log(p(vaikeeta | ... voi olla vähä)) = -3.7606685161590576  [vaikeeta:shortlist]
log(p(</s> | ... olla vähä vaikeeta)) = -1.2022583484649658  [</s>:shortlist]
Sentence perplexity: 250.86428957915408

# Sentence 5
log(p(joonakselt | <s>)) = -inf  [joonakselt:OOS]
log(p(siit | <s> joonakselt)) = -8.50150203704834  [siit:shortlist]
log(p(just | <s> joonakselt siit)) = -6.723479747772217  [just:shortlist]
log(p(ni | ... joonakselt siit just)) = -5.770681858062744  [ni:shortlist]
log(p(sit | ... siit just ni)) = -3.4590578079223633  [sit:shortlist]
log(p(se | ... just ni sit)) = -2.0562539100646973  [se:shortlist]
log(p(oli | ... ni sit se)) = -3.038766384124756  [oli:shortlist]
log(p(sillain | ... sit se oli)) = -8.905370712280273  [sillain:shortlist]
log(p(et | ... se oli sillain)) = -1.6408430337905884  [et:shortlist]
log(p(tosiaa | ... oli sillain et)) = -11.295636177062988  [tosiaa:shortlist]
log(p(et | ... sillain et tosiaa)) = -5.140011310577393  [et:shortlist]
log(p(ei | ... et tosiaa et)) = -2.5185859203338623  [ei:shortlist]
log(p(oo | ... tosiaa et ei)) = -2.6345183849334717  [oo:shortlist]
log(p(tenttiviikko | ... et ei oo)) = -15.315323829650879  [tenttiviikko:shortlist]
log(p(et | ... ei oo tenttiviikko)) = -5.192604064941406  [et:shortlist]
log(p(ei | ... oo tenttiviikko et)) = -2.403980255126953  [ei:shortlist]
log(p(voi | ... tenttiviikko et ei)) = -3.0432581901550293  [voi:shortlist]
log(p(tietää | ... et ei voi)) = -3.116501808166504  [tietää:shortlist]
log(p(et | ... ei voi tietää)) = -2.955951452255249  [et:shortlist]
log(p(miten | ... voi tietää et)) = -3.264626979827881  [miten:shortlist]
log(p(kurssien | ... tietää et miten)) = -10.841299057006836  [kurssien:shortlist]
log(p(niinku | ... et miten kurssien)) = -8.525214195251465  [niinku:shortlist]
log(p(tentit | ... miten kurssien niinku)) = -9.835958480834961  [tentit:shortlist]
log(p(on | ... kurssien niinku tentit)) = -0.7844082117080688  [on:shortlist]
log(p(mut | ... niinku tentit on)) = -3.4863388538360596  [mut:shortlist]
log(p(</s> | ... tentit on mut)) = -4.614456653594971  [</s>:shortlist]
Sentence perplexity: 221.979530497117

# Sentence 6
log(p(mut | <s>)) = -4.048335552215576  [mut:shortlist]
log(p(siis | <s> mut)) = -4.202375888824463  [siis:shortlist]
log(p(varmaan | <s> mut siis)) = -7.259920597076416  [varmaan:shortlist]
log(p(niinku | ... mut siis varmaan)) = -7.01650333404541  [niinku:shortlist]
log(p(osa | ... siis varmaan niinku)) = -7.68496561050415  [osa:shortlist]
log(p(kursseist | ... varmaan niinku osa)) = -11.489988327026367  [kursseist:shortlist]
log(p(on | ... niinku osa kursseist)) = -1.3127254247665405  [on:shortlist]
log(p(sillai | ... osa kursseist on)) = -7.618374824523926  [sillai:shortlist]
log(p(et | ... kursseist on sillai)) = -1.7395316362380981  [et:shortlist]
log(p(saattaa | ... on sillai et)) = -8.430330276489258  [saattaa:shortlist]
log(p(loppuu | ... sillai et saattaa)) = -7.653886795043945  [loppuu:shortlist]
log(p(niinku | ... et saattaa loppuu)) = -7.341220378875732  [niinku:shortlist]
log(p(viikkoo | ... saattaa loppuu niinku)) = -10.694210052490234  [viikkoo:shortlist]
log(p(aikasemmin | ... loppuu niinku viikkoo)) = -4.143131732940674  [aikasemmin:shortlist]
log(p(tai | ... niinku viikkoo aikasemmin)) = -3.97127366065979  [tai:shortlist]
log(p(tollai | ... viikkoo aikasemmin tai)) = -11.425272941589355  [tollai:shortlist]
log(p(pakkohan | ... aikasemmin tai tollai)) = -12.778946876525879  [pakkohan:shortlist]
log(p(niitte | ... tai tollai pakkohan)) = -8.0259370803833  [niitte:shortlist]
log(p(on | ... tollai pakkohan niitte)) = -0.4740515947341919  [on:shortlist]
log(p(olla | ... pakkohan niitte on)) = -1.583815336227417  [olla:shortlist]
log(p(koska | ... niitte on olla)) = -7.406684875488281  [koska:shortlist]
log(p(eihä | ... on olla koska)) = -6.027256488800049  [eihä:shortlist]
log(p(ne | ... olla koska eihä)) = -2.4534363746643066  [ne:shortlist]
log(p(nyt | ... koska eihä ne)) = -4.157412052154541  [nyt:shortlist]
log(p(voi | ... eihä ne nyt)) = -4.090907573699951  [voi:shortlist]
log(p(olla | ... ne nyt voi)) = -1.7642043828964233  [olla:shortlist]
log(p(sit | ... nyt voi olla)) = -4.809798240661621  [sit:shortlist]
log(p(niinku | ... voi olla sit)) = -5.08534574508667  [niinku:shortlist]
log(p(</s> | ... olla sit niinku)) = -3.8910210132598877  [</s>:shortlist]
Sentence perplexity: 334.6660819464528

# Sentence 7
log(p(et | <s>)) = -5.570566654205322  [et:shortlist]
log(p(se | <s> et)) = -3.345571517944336  [se:shortlist]
log(p(on | <s> et se)) = -0.9536987543106079  [on:shortlist]
log(p(kyl | ... et se on)) = -3.8377225399017334  [kyl:shortlist]
log(p(sillai | ... se on kyl)) = -7.517908096313477  [sillai:shortlist]
log(p(et | ... on kyl sillai)) = -1.6277990341186523  [et:shortlist]
log(p(sit | ... kyl sillai et)) = -5.506497383117676  [sit:shortlist]
log(p(ku | ... sillai et sit)) = -1.9495375156402588  [ku:shortlist]
log(p(just | ... et sit ku)) = -7.999099254608154  [just:shortlist]
log(p(matikas | ... sit ku just)) = -12.330974578857422  [matikas:shortlist]
log(p(ku | ... ku just matikas)) = -6.269949436187744  [ku:shortlist]
log(p(oli | ... just matikas ku)) = -6.253222465515137  [oli:shortlist]
log(p(välikokeit | ... matikas ku oli)) = -19.938810348510742  [välikokeit:shortlist]
log(p(tai | ... ku oli välikokeit)) = -4.320734977722168  [tai:shortlist]
log(p(tollai | ... oli välikokeit tai)) = -11.135252952575684  [tollai:shortlist]
log(p(ku | ... välikokeit tai tollai)) = -5.420722961425781  [ku:shortlist]
log(p(ne | ... tai tollai ku)) = -2.861567497253418  [ne:shortlist]
log(p(oli | ... tollai ku ne)) = -1.3722760677337646  [oli:shortlist]
log(p(sillai | ... ku ne oli)) = -6.402083873748779  [sillai:shortlist]
log(p(niinku | ... ne oli sillai)) = -3.7357053756713867  [niinku:shortlist]
log(p(periodin | ... oli sillai niinku)) = -12.982064247131348  [periodin:shortlist]
log(p(keskel | ... sillai niinku periodin)) = -7.534407138824463  [keskel:shortlist]
log(p(ni | ... niinku periodin keskel)) = -1.7922675609588623  [ni:shortlist]
log(p(ne | ... periodin keskel ni)) = -2.488060235977173  [ne:shortlist]
log(p(oli | ... keskel ni ne)) = -1.0882893800735474  [oli:shortlist]
log(p(sillai | ... ni ne oli)) = -5.345217227935791  [sillai:shortlist]
log(p(niihi | ... ne oli sillai)) = -10.898470878601074  [niihi:shortlist]
log(p(oli | ... oli sillai niihi)) = -5.826150417327881  [oli:shortlist]
log(p(paljo | ... sillai niihi oli)) = -6.278607368469238  [paljo:shortlist]
log(p(helpompi | ... niihi oli paljo)) = -3.33133602142334  [helpompi:shortlist]
log(p(lukee | ... oli paljo helpompi)) = -5.724697589874268  [lukee:shortlist]
log(p(kyl | ... paljo helpompi lukee)) = -7.609299659729004  [kyl:shortlist]
log(p(et | ... helpompi lukee kyl)) = -6.781966686248779  [et:shortlist]
log(p(</s> | ... lukee kyl et)) = -4.747059345245361  [</s>:shortlist]
Sentence perplexity: 366.9491870715906

# Sentence 8
log(p(mut | <s>)) = -4.048335552215576  [mut:shortlist]
log(p(on | <s> mut)) = -4.155481815338135  [on:shortlist]
log(p(se | <s> mut on)) = -1.2969439029693604  [se:shortlist]
log(p(kyl | ... mut on se)) = -2.6032915115356445  [kyl:shortlist]
log(p(siis | ... on se kyl)) = -7.725208282470703  [siis:shortlist]
log(p(ehkä | ... se kyl siis)) = -6.480871200561523  [ehkä:shortlist]
log(p(toisaalt | ... kyl siis ehkä)) = -10.102815628051758  [toisaalt:shortlist]
log(p(iha | ... siis ehkä toisaalt)) = -3.887815475463867  [iha:shortlist]
log(p(hyvä | ... ehkä toisaalt iha)) = -1.2605621814727783  [hyvä:shortlist]
log(p(niinku | ... toisaalt iha hyvä)) = -8.168367385864258  [niinku:shortlist]
log(p(et | ... iha hyvä niinku)) = -3.962977886199951  [et:shortlist]
log(p(jos | ... hyvä niinku et)) = -2.414647340774536  [jos:shortlist]
log(p(ylipäätään | ... niinku et jos)) = -10.2837495803833  [ylipäätään:shortlist]
log(p(niinku | ... et jos ylipäätään)) = -7.2331109046936035  [niinku:shortlist]
log(p(ollaan | ... jos ylipäätään niinku)) = -7.196511268615723  [ollaan:shortlist]
log(p(menos | ... ylipäätään niinku ollaan)) = -5.1344757080078125  [menos:shortlist]
log(p(siihen | ... niinku ollaan menos)) = -6.8857622146606445  [siihen:shortlist]
log(p(et | ... ollaan menos siihen)) = -3.550534248352051  [et:shortlist]
log(p(kurssit | ... menos siihen et)) = -12.04851245880127  [kurssit:shortlist]
log(p(on | ... siihen et kurssit)) = -0.6879767775535583  [on:shortlist]
log(p(enemmän | ... et kurssit on)) = -6.83192777633667  [enemmän:shortlist]
log(p(sellasii | ... kurssit on enemmän)) = -6.153512954711914  [sellasii:shortlist]
p(koulumuotosii | ... on enemmän sellasii) is not predicted  [koulumuotosii:OOV]
log(p(sillain | ... enemmän sellasii koulumuotosii)) = -11.740857124328613  [sillain:shortlist]
log(p(et | ... sellasii koulumuotosii sillain)) = -1.3723548650741577  [et:shortlist]
log(p(ei | ... koulumuotosii sillain et)) = -2.7466189861297607  [ei:shortlist]
log(p(oo | ... sillain et ei)) = -2.458263397216797  [oo:shortlist]
log(p(niin | ... et ei oo)) = -3.5201902389526367  [niin:shortlist]
log(p(paljoo | ... ei oo niin)) = -2.989189624786377  [paljoo:shortlist]
log(p(niinku | ... oo niin paljoo)) = -7.732001781463623  [niinku:shortlist]
log(p(tai | ... niin paljoo niinku)) = -7.479576110839844  [tai:shortlist]
log(p(et | ... paljoo niinku tai)) = -4.416226387023926  [et:shortlist]
log(p(sä | ... niinku tai et)) = -6.240464210510254  [sä:shortlist]
log(p(et | ... tai et sä)) = -2.9430196285247803  [et:shortlist]
log(p(niinku | ... et sä et)) = -5.294938564300537  [niinku:shortlist]
log(p(mones | ... sä et niinku)) = -11.819762229919434  [mones:shortlist]
log(p(kurssist | ... et niinku mones)) = -7.309619903564453  [kurssist:shortlist]
log(p(voi | ... niinku mones kurssist)) = -6.6926398277282715  [voi:shortlist]
log(p(päästä | ... mones kurssist voi)) = -4.8228230476379395  [päästä:shortlist]
log(p(pelkäl | ... kurssist voi päästä)) = -9.325569152832031  [pelkäl:shortlist]
log(p(tentil | ... voi päästä pelkäl)) = -inf  [tentil:OOS]
log(p(läpi | ... päästä pelkäl tentil)) = -3.914686918258667  [läpi:shortlist]
log(p(tavallaa | ... pelkäl tentil läpi)) = -10.029294967651367  [tavallaa:shortlist]
log(p(</s> | ... tentil läpi tavallaa)) = -1.1459379196166992  [</s>:shortlist]
Sentence perplexity: 276.33265269736063

# Sentence 9
log(p(joo | <s>)) = -4.707826137542725  [joo:shortlist]
log(p(tai | <s> joo)) = -6.0770063400268555  [tai:shortlist]
log(p(sit | <s> joo tai)) = -2.3825385570526123  [sit:shortlist]
log(p(niinku | ... joo tai sit)) = -6.712350845336914  [niinku:shortlist]
log(p(no | ... tai sit niinku)) = -7.580420970916748  [no:shortlist]
log(p(mä | ... sit niinku no)) = -3.8496415615081787  [mä:shortlist]
log(p(kävin | ... niinku no mä)) = -5.770438194274902  [kävin:shortlist]
log(p(sen | ... no mä kävin)) = -3.8777122497558594  [sen:shortlist]
p(biosignalprosessingingi | ... mä kävin sen) is not predicted  [biosignalprosessingingi:OOV]
log(p(sillai | ... kävin sen biosignalprosessingingi)) = -8.189554214477539  [sillai:shortlist]
log(p(et | ... sen biosignalprosessingingi sillai)) = -1.9780062437057495  [et:shortlist]
log(p(mä | ... biosignalprosessingingi sillai et)) = -4.117646217346191  [mä:shortlist]
log(p(niinku | ... sillai et mä)) = -6.713768005371094  [niinku:shortlist]
log(p(vedin | ... et mä niinku)) = -5.887380599975586  [vedin:shortlist]
log(p(vaan | ... mä niinku vedin)) = -5.415909767150879  [vaan:shortlist]
log(p(sen | ... niinku vedin vaan)) = -1.7892136573791504  [sen:shortlist]
log(p(tenti | ... vedin vaan sen)) = -inf  [tenti:OOS]
log(p(luin | ... vaan sen tenti)) = -10.499053001403809  [luin:shortlist]
log(p(siihe | ... sen tenti luin)) = -6.818541526794434  [siihe:shortlist]
log(p(pari | ... tenti luin siihe)) = -5.822970867156982  [pari:shortlist]
log(p(päivää | ... luin siihe pari)) = -3.091362237930298  [päivää:shortlist]
log(p(ja | ... siihe pari päivää)) = -2.4631710052490234  [ja:shortlist]
log(p(sain | ... pari päivää ja)) = -5.07721471786499  [sain:shortlist]
log(p(kakkose | ... päivää ja sain)) = -inf  [kakkose:OOS]
log(p(ja | ... ja sain kakkose)) = -2.1433331966400146  [ja:shortlist]
log(p(sit | ... sain kakkose ja)) = -1.5724539756774902  [sit:shortlist]
log(p(se | ... kakkose ja sit)) = -1.4628854990005493  [se:shortlist]
log(p(oli | ... ja sit se)) = -1.4052373170852661  [oli:shortlist]
log(p(siinä | ... sit se oli)) = -3.0496625900268555  [siinä:shortlist]
log(p(</s> | ... se oli siinä)) = -2.0719807147979736  [</s>:shortlist]
Sentence perplexity: 86.83183708975045

# Sentence 10
log(p(mua | <s>)) = -7.10412073135376  [mua:shortlist]
log(p(harmittaa | <s> mua)) = -4.28255033493042  [harmittaa:shortlist]
log(p(niinku | <s> mua harmittaa)) = -9.07155990600586  [niinku:shortlist]
log(p(et | ... mua harmittaa niinku)) = -4.363255500793457  [et:shortlist]
log(p(mä | ... harmittaa niinku et)) = -3.2880799770355225  [mä:shortlist]
log(p(en | ... niinku et mä)) = -1.8152196407318115  [en:shortlist]
log(p(tehny | ... et mä en)) = -7.124989032745361  [tehny:shortlist]
log(p(tollee | ... mä en tehny)) = -7.289553165435791  [tollee:shortlist]
log(p(koska | ... en tehny tollee)) = -3.9332103729248047  [koska:shortlist]
log(p(mähän | ... tehny tollee koska)) = -7.358270168304443  [mähän:shortlist]
log(p(luin | ... tollee koska mähän)) = -5.578854560852051  [luin:shortlist]
log(p(siihe | ... koska mähän luin)) = -8.456249237060547  [siihe:shortlist]
log(p(ja | ... mähän luin siihe)) = -3.8184261322021484  [ja:shortlist]
log(p(sain | ... luin siihe ja)) = -5.131777763366699  [sain:shortlist]
log(p(ykköse | ... siihe ja sain)) = -inf  [ykköse:OOS]
log(p(sika | ... ja sain ykköse)) = -11.706785202026367  [sika:shortlist]
log(p(ärsyttävää | ... sain ykköse sika)) = -7.815519332885742  [ärsyttävää:shortlist]
log(p(mä | ... ykköse sika ärsyttävää)) = -5.572902679443359  [mä:shortlist]
log(p(luin | ... sika ärsyttävää mä)) = -4.625614166259766  [luin:shortlist]
log(p(viel | ... ärsyttävää mä luin)) = -7.293115139007568  [viel:shortlist]
log(p(niinku | ... mä luin viel)) = -8.647297859191895  [niinku:shortlist]
log(p(iha | ... luin viel niinku)) = -5.808169364929199  [iha:shortlist]
log(p(mä | ... viel niinku iha)) = -8.709617614746094  [mä:shortlist]
log(p(niinku | ... niinku iha mä)) = -5.349460601806641  [niinku:shortlist]
log(p(sillai | ... iha mä niinku)) = -5.684060096740723  [sillai:shortlist]
log(p(luin | ... mä niinku sillai)) = -8.824114799499512  [luin:shortlist]
log(p(useempana | ... niinku sillai luin)) = -inf  [useempana:OOS]
log(p(päivänä | ... sillai luin useempana)) = -11.32922649383545  [päivänä:shortlist]
log(p(sillai | ... luin useempana päivänä)) = -7.934072971343994  [sillai:shortlist]
log(p(en | ... useempana päivänä sillai)) = -6.089192867279053  [en:shortlist]
log(p(mä | ... päivänä sillai en)) = -2.9719841480255127  [mä:shortlist]
log(p(nyt | ... sillai en mä)) = -3.2729907035827637  [nyt:shortlist]
log(p(kauheesti | ... en mä nyt)) = -6.161614894866943  [kauheesti:shortlist]
log(p(mut | ... mä nyt kauheesti)) = -4.915343284606934  [mut:shortlist]
